0,147792,21316,7552,7,0,0,0,0,0,0,0,161718,0
0,147858,14,36,5,0,0,0,0,0,0,0,161718,0
0,153324,14,36,5,0,0,0,0,0,0,0,161718,0
0,153791,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,160217,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,165106,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,171618,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,177065,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,182245,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,184414,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,190969,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,195259,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,202169,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,206333,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,212345,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,217480,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,218825,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,223188,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,228887,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,235371,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,239599,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,243987,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,245721,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,253298,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,257077,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,262433,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,266298,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,269962,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,277676,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,284677,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,291409,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,295942,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,301757,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,306672,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,311662,21316,7552,0,0,0,0,0,0,0,0,161718,0
1,315347,14,19784,5,0,0,0,0,0,0,0,9111718,1
0,315630,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,319092,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,319395,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,325442,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,329359,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,330900,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,334675,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,338963,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,343483,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,344848,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,350791,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,354234,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,361095,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,365834,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,370459,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,376461,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,379076,21316,7552,0,0,0,0,0,0,0,0,161718,0
0,382709,21316,7552,0,0,0,0,0,0,0,0,161718,0
